Name,Manga,Anime,Appears in,Japanese,English,Birthdate,Sex,Status,Height,Weight,Blood type,Occupation,Affiliation,Ninja Rank,Novel,Movie,Game,OVA,Age,Team,Partner,Ninja Registration,Family,Nature Type,Jutsu,Tools,Kekkei Genkai,Clan,Species,Classification,Chūnin Prom. Age,Academy Grad. Age,Unique Traits,Tailed Beast,Jinchūriki,Kekkei Mōra,Kekkei Tōta
['Ichirōta Oniyuzu'],,['Boruto Episode #28'],"['Anime, Novel']",['Yō Tokinaga'],['Chris Hackney'],,['Male'],,,,,,['Kirigakure'],,['School Trip Bloodwind Records'],,,,,['New Seven Ninja Swordsmen'],,,,,,['Tools\n\n\nExplosive Tag (Anime only)\n\n\nShibuki  (Anime only)\n\n\nSword (Anime only)'],,,,,,,,,,,
['Idate Morino'],,['Naruto Episode #102'],['Anime'],['Hiromichi Kogami'],['Roger Craig Smith'],,['Male'],,,,,['Sprinter'],['Konohagakure\n Land of Tea'],['Part I: Genin'],,,,,,,,,['Family\n\t\nIbiki Morino (Older Brother)'],,,['Tools\n\n\nWeights'],,['Wasabi Family (Adopted)'],,['Missing-nin'],,,,,,,
['Iggy'],,['Naruto Shippūden Episode #233'],['Anime'],['Kōji Ochiai'],['Derek Stephen Prince'],,['Male'],,,,,['Farmer'],['Land of Water'],,,,,,,,['Banna'],,,,,['Tools\n\n\nSword'],,,,,,,,,,,
['Ikada Funato'],,['Boruto Episode #239'],['Anime'],['Yusuke Shirai\nJuri Nagatsuma   (Child)'],,,['Male'],,,,,['Shipbuilding apprentice\nPirate  (Former)'],['Land of Water'],,,,,,,,,,['Family\n\t\nAraumi Funato (Father)\nMinamo Funato (Mother)\nIsari Funato (Brother)\nSeiren Funato (Sister)\nTenma Funato (Adoptive Brother)'],['Nature Type\n        \n Water Release'],,,,['Funato Clan'],,,,,['Unique Traits\n\t\nGills and webbed hands'],,,,
['Ikanago'],,,['Novel'],,,,['Female'],,,,,['Senior'],['Sunagakure'],['Blank Period: Jōnin'],['Gaara Hiden: A Sandstorm Mirage'],,,,,['Suna Council'],,,,,,,,,,,,,,,,,
['Ikkaku Umino'],['Naruto Chapter #503'],['Naruto Shippūden Episode #177'],"['Anime, Manga']",['Kōzō Dōzaka   (Past Arc: The Locus of Konoha)\nMinoru Hirota   (Fourth Shinobi World War: Countdown)'],['Patrick Seitz'],,['Male'],['Deceased'],,,,,['Konohagakure'],['Part II: Jōnin'],,,,,['Part II: 45'],,,,['Family\n\t\nIruka Umino (Son)\nKohari Umino (Wife)'],,,,,,,,,,,,,,
['Ikkyū Madoka'],['Boruto Chapter #11'],['Boruto Episode #25'],"['Anime, Manga, Novel']",['Tomoyuki Shimura'],['Jamieson Price'],,['Male'],,,,,,['Land of Fire'],,['Shikamaru Shinden: A Cloud Dancing in Forlorn Falling Petals'],,,,,,,,['Family\n\t\nTentō Madoka (Son)'],,,,,,,['Daimyō'],,,,,,,
['Inabi Uchiha'],['Naruto Chapter #221'],['Naruto Episode #129'],"['Anime, Manga, Novel, Game']",['Yoshimitsu Shimoyama'],['Roger Craig Smith'],,['Male'],['Deceased'],,,,,['Konohagakure'],,['Itachi Shinden: Book of Bright Light'],,['Naruto Shippūden: Ultimate Ninja Storm 2'],['The Two Uchiha'],['Part I: 25'],['Konoha Military Police Force'],,,,['Nature Type\n        \n Fire Release (Anime only)'],,['Tools\n\n\nSword (Anime only)'],['Sharingan'],['Uchiha Clan'],,,,,,,,,
['Inagi'],,['Naruto Shippūden Episode #416'],['Anime'],['Kōsuke Gotō'],['Benjamin Diskin'],,['Male'],['Deceased'],,,,,['Yugakure'],,,,,,,['Team Iwato'],,,,,,,,,,,,,,,,,
['Inaho'],['Naruto Chapter #43'],['Naruto Episode #25'],"['Anime, Manga, Game']",['Sakura Andō'],['Colleen Villard'],,['Female'],,,,,,['Konohagakure'],['Part I: Genin'],,,['Naruto Mobile'],,['Part I: 22'],['Team Komugi'],,,,,,['Tools\n\n\nExplosive Tag (Anime only)'],,,,,,,,,,,
['Inari'],['Naruto Chapter #17'],['Naruto Episode #10'],"['Anime, Manga, Novel, Game']",['Shizuka Ishikawa'],['Mona Marshall \nKate Higgins  (Episode 161)\nJulianne Buescher  (Naruto: Ultimate Ninja)'],['December 25'],['Male'],,['Part I: 128.5  cm\nPart II: 152.1 cm'],['Part I: 27.6  kg\nPart II: 43.9 kg'],['A'],['Apprentice Carpenter'],['Land of Waves'],,"['Naruto: Innocent Heart, Demonic Blood']",,['Naruto: Konoha Ninpōchō'],['Hidden Leaf Village Grand Sports Festival!'],['Part I: 8\nPart II: 12'],,,,['Family\n\t\nTazuna (Grandfather)\nTsunami (Mother)\nKaiza (Stepfather)'],,,['Tools\n\n\nCrossbow'],,,,,,,,,,,
['Indra Ōtsutsuki'],['Naruto Chapter #462'],['Naruto Shippūden Episode #203'],"['Anime, Manga, Novel, Game, Movie']",['Takashi Kondō \nArisa Shida   (Child)'],['Robbie Daymond \nAbby Trott   (Child)'],['January 4'],['Male'],['Deceased'],,,,,['Land of Ancestors (Anime only)'],,['The Last: Naruto the Movie'],['The Last: Naruto the Movie'],['Naruto Shippūden: Ultimate Ninja Impact'],,,,,,['Family\n\t\nKaguya Ōtsutsuki (Grandmother)\nTenji (Grandfather) (Anime only)\nHagoromo Ōtsutsuki (Father)\nHamura Ōtsutsuki (Uncle)\nAsura Ōtsutsuki (Brother)'],['Nature Type\n        \n Fire Release (Anime only)\n Lightning Release (Anime only)\n Yin Release'],['Jutsu\n\n\nGenjutsu: Sharingan (Anime only)\n\n\nHinokagutsuchi (Anime only)\n\n\nSensing Technique (Anime only)\n\n\nSusanoo'],['Tools\n\n\nSword'],['Sharingan \n Mangekyō Sharingan'],['Ōtsutsuki Clan'],['Celestial Being-Human hybrid'],['Sensor Type'],,,,,,,
['Ino Yamanaka'],['Naruto Chapter #34'],['Naruto Episode #1'],"['Anime, Manga, Novel, Game, Movie']",['Ryōka Yuzuki'],['Colleen Villard \nStephanie Sheh  (Naruto Shippūden: Ultimate Ninja Impact)'],['September 23'],['Female'],,['Part I: 149.3 cm–151.2 cm\nPart II: 162.2 cm\nBlank Period: 165  cm'],['Part I: 38.2 kg–38.5 kg\nPart II: 46 kg'],['B'],['Florist\nLeader of the Konoha Barrier Team'],['Konohagakure\n Allied Shinobi Forces'],['Part I: Genin\nPart II: Chūnin'],['Kakashi Hiden: Lightning in the Icy Sky'],['Naruto Shippūden the Movie'],['Naruto: Konoha Ninpōchō'],['Hidden Leaf Village Grand Sports Festival!'],['Part I: 12–13\nPart II: 16–17'],['Team 10\n Konoha 11 (Anime only)\n Kaima Capture Team (Anime only)\n Twenty Platoons\n Team Three (Anime only)\n Fifth Division\n Ino–Saku–Sai (Novel only)\n Konoha Barrier Team\n Analysis Team'],,['012604'],"[""Family\n\t\nInoichi Yamanaka (Father)\nIno's Mother (Mother)\nInojin Yamanaka (Son)\nSai Yamanaka (Husband)""]",['Nature Type\n        \n Earth Release\n Water Release\n Fire Release (Anime only)\n Yin Release\n Yang Release'],['Jutsu\n\n\nChakra Hair Trap Technique\n\n\nChakra Transfer Technique (Anime only)\n\n\nEarth Release: Practice Brick Technique\n\n\nFormation Ino–Shika–Chō\n\n\nFour-Corner Sealing Barrier (Anime only)\n\n\nHuman Bullet Yo-Yo\n\n\nMind Body Disturbance Technique (Anime only)\n\n\nMind Body Switch Technique\n\n\nMind Body Transmission Technique\n\n\nMind Clone Switch Technique\n\n\nMystical Palm Technique\n\n\nPsycho Mind Transmission (Anime only)\n\n\nSensing Technique\n\n\nSensing Transmission'],['Tools\n\n\nChakra Transmission Communication Device\n\n\nMakibishi (Anime only)\n\n\nTantō'],,['Yamanaka Clan'],,['Sensor Type\nMedical-nin'],['14'],['12'],,,,,
"[""Ino's Mother""]",,['Naruto Shippūden Episode #281'],"['Anime, Novel']",['Noriko Suzuki'],['Colleen Villard'],,['Female'],,,,,,['Konohagakure'],,['Sasuke Shinden: Book of Sunrise'],,,,,['Allied Mothers Force'],,,['Family\n\t\nIno Yamanaka (Daughter)\nInojin Yamanaka (Grandson)\nInoichi Yamanaka (Husband)'],,,,,['Yamanaka Clan'],,,,,,,,,
['Inoichi Yamanaka'],['Naruto Chapter #137'],['Naruto Episode #59'],"['Anime, Manga, Game, Movie']",['Daiki Nakamura'],['Kyle Hebert'],['January 24'],['Male'],['Deceased'],['Part I: 180.4 cm'],['Part I: 69.1 kg'],['AB'],['Head of the Yamanaka Clan\nHead of the Analysis Team\nProprietor of Yamanaka Flowers\nCaptain of the Intelligence Division of the Allied Shinobi Forces'],['Konohagakure\n Allied Shinobi Forces'],['Part I: Jōnin'],,['Naruto the Movie: Blood Prison'],['Naruto: Ultimate Ninja 2'],['Hidden Leaf Village Grand Sports Festival!'],['Part I: 38\nPart II: 42'],['Ino–Shika–Chō\n Analysis Team\n Intelligence Division'],,['005492'],"[""Family\n\t\nIno Yamanaka (Daughter)\nInojin Yamanaka (Grandson)\nIno's Mother (Wife)""]",['Nature Type\n        \n Water Release'],['Jutsu\n\n\nFormation Ino–Shika–Chō\n\n\nMind Body Disturbance Technique\n\n\nMind Body Switch Technique\n\n\nMind Body Transmission Technique\n\n\nMind Disturbance Dance Performance Technique (Anime only)\n\n\nPsycho Mind Transmission\n\n\nSensing Technique\n\n\nSensing Water Sphere'],['Tools\n\n\nChakra Transmission Communication Device\n\n\nMind Reading Amplification Machine'],,['Yamanaka Clan'],,['Sensor Type'],,,,,,,
['Inojin Yamanaka'],['Naruto Chapter #700'],['Boruto Episode #1'],"['Anime, Manga, Novel, Game, Movie']",['Atsushi Abe'],['Spike Spencer \nXander Mobus  (One-Tail Escort Arc and onwards)'],['December 5'],['Male'],,['Gaiden: 147 cm\nBoruto Manga: 152.2 cm'],,,,['Konohagakure'],['Gaiden: Genin'],['Boruto: Naruto the Movie'],['Boruto: Naruto the Movie'],['Naruto Shippūden: Ultimate Ninja Storm 4'],['The Day Naruto Became Hokage (OVA)'],['Gaiden: 11\nBoruto Movie: 12'],['Team 10\n Konoha Barrier Team (Anime only)'],,,"[""Family\n\t\nIno's Mother (Grandmother)\nInoichi Yamanaka (Grandfather)\nIno Yamanaka (Mother)\nSai Yamanaka (Father)\nShin (Adoptive Uncle)\nAkkun (Pet) (Anime only)""]",,['Jutsu\n\n\nChakra Lock-On (Anime only)\n\n\nChakra Transfer Technique (Anime only)\n\n\nFormation Ino–Shika–Chō\n\n\nMind Body Switch Technique\n\n\nMind Body Transmission Technique\n\n\nMultiple String Light Formation (Anime only)\n\n\nMystical Palm Technique (Anime only)\n\n\nSealing Technique: Tiger Vision Staring Bullet (Anime only)\n\n\nSensing Technique (Anime only)\n\n\nString Light Formation (Anime only)\n\n\nSuper Beast Imitating Drawing'],['Tools\n\n\nTantō'],,['Yamanaka Clan'],,['Medical-nin\nSensor Type'],,,,,,,
['Inomatsu'],['Naruto Chapter #330'],,['Manga'],,,,['Male'],,,,,,['Konohagakure'],['Part II: Genin'],,,,,['Part II: 23'],,,,,,,,,,,,,,,,,,
['Inori'],,['Boruto Episode #199'],['Anime'],['Natsumi Yamada'],,,['Female'],['Deceased'],,,,['Cultist'],,,,,,,,,,,"[""Family\n\t\nInori's Brother (Brother)""]",,,,,,,,,,,,,,
"[""Inori's Brother""]",,['Boruto Episode #202'],['Anime'],['Katsunori Okai'],,,['Male'],['Deceased'],,,,,,,,,,,,,,,['Family\n\t\nInori (Sister)'],['Nature Type\n        \n Water Release'],['Jutsu'],,,,,,,,,,,,
['Iori'],,['Boruto Episode #40'],['Anime'],['Taisuke Nishimura'],['Benjamin Diskin'],,['Male'],['Deceased'],,,,,['Green Banks'],,,,,,,,,,,,,,,,,,,,,,,,
['Iroha (Genin)'],,['Naruto Shippūden Episode #432'],['Anime'],['Kengo Kawanishi'],,,['Male'],,,,,,['Konohagakure'],['Part II: Genin'],,,,,,,,,,,,,,,,,,,,,,,
['Iroha Hyūga'],['Naruto Chapter #536'],['Naruto Shippūden Episode #275'],"['Anime, Manga']",,,,['Male'],,,,,,['Konohagakure\n Allied Shinobi Forces'],['Part II: Jōnin'],,,,,['Part II: 27'],['Kumo Barrier Team'],,,,,,,['Byakugan'],['Hyūga Clan'],,,,,,,,,
['Iruka Umino'],['Naruto Chapter #1'],['Naruto Episode #1'],"['Anime, Manga, Novel, Game, Movie']",['Toshihiko Seki\nTaisuke Yamamoto   (Child)\nWataru Takagi   (Ame ninja)'],['Quinton Flynn \nKyle McCarley  (Kaguya Ōtsutsuki Strikes and onwards)'],['May 26'],['Male'],,['Part I: 178  cm'],['Part I: 66.2  kg'],['O'],['Academy Teacher\nAcademy Headmaster'],['Konohagakure\n Allied Shinobi Forces'],['Part I: Chūnin'],"['Naruto: Innocent Heart, Demonic Blood']",['Naruto the Movie: Ninja Clash in the Land of Snow'],['Naruto: Konoha Ninpōchō'],['Naruto Shippūden: UNSG anime cutscenes'],['Part I: 22–23\nPart II: 26–27'],,,['011850'],['Family\n\t\nIkkaku Umino (Father)\nKohari Umino (Mother)'],['Nature Type\n        \n Fire Release\n Water Release\n Yin Release'],['Jutsu\n\n\nDemonic Illusion: Hell Viewing Technique (Anime only)\n\n\nSealed Binding Formation (Anime only)\n\n\nString Light Formation'],['Tools'],,,,,['16'],['11'],,,,,
['Isago'],['Naruto Chapter #250'],['Naruto Shippūden Episode #7'],"['Anime, Manga']",,,,['Male'],,,,,,['Sunagakure'],['Part II: Jōnin'],,,,,['Part II: 38'],,,,,,,,,,,,,,,,,,
['Isago (anime)'],,['Boruto Episode #120'],['Anime'],['Yūki Kuwahara'],['Cristina Vee'],,['Female'],,,,,,['Land of Wind'],,,,,,,,,,['Family\n\t\nGojō (Father)'],,,,,,,,,,,,,,
['Isari Funato'],,['Boruto Episode #233'],['Anime'],['Yoshihisa Kawahara'],,,['Male'],['Deceased'],,,,['Pirate'],['Land of Water'],,,,,,,,,,['Family\n\t\nAraumi Funato (Father)\nMinamo Funato (Mother)\nIkada Funato (Brother)\nSeiren Funato (Sister)\nTenma Funato (Adoptive Brother)'],['Nature Type\n        \n Water Release'],['Jutsu\n\n\nWater Prison Technique\n\n\nWater Release: Exploding Water Colliding Wave'],['Tools\n\n\nMarlin Harpoon'],,['Funato Clan'],,,,,['Unique Traits\n\t\nGills'],,,,
['Isaribi'],,['Naruto Episode #169'],['Anime'],['Sayaka Aida'],['Bridget Hoffman'],,['Female'],,,,,,['Land of the Sea  (former)\n Konohagakure'],,,,,,,,,,,['Nature Type\n        \n Water Release'],['Jutsu\n\n\nKaima Form\n\n\nWater Release: Large Projectile'],,,,,,,,,,,,
['Ise'],['Naruto Chapter #444'],['Naruto Shippūden Episode #172'],"['Anime, Manga']",['Nobuaki Kanemitsu'],['Vic Mignogna'],,['Male'],['Deceased'],['Part II: 185  cm'],,,['Doctor'],['Amegakure'],,,,,,['Part II: 34'],,,,['Family\n\t\nNagato (Son)\nFusō (Wife)'],,,,,,,,,,,,,,
['Ishidate'],,,['Movie'],['Masashi Sugawara'],['Christopher Corey Smith'],,['Male'],['Deceased'],,,,,['Land of the Moon'],,,['Naruto the Movie: Guardians of the Crescent Moon Kingdom'],,,,['Wandering Ninja Clan'],,,,,,['Tools\n\n\nOdourless Poison Mist\n\n\nPetrification Gauntlet'],,,,['Missing-nin\nMercenary Ninja'],,,,,,,
['Ishikawa'],['Naruto Chapter #575'],['Naruto Shippūden Episode #332'],"['Anime, Manga']",['Tōru Nakane \nTakashi Kondō   (Prime)'],['Patrick Seitz'],['May 6'],['Male'],['Deceased'],['Part II: 145 cm'],['Part II: 46.3 kg'],['O'],['Tsuchikage'],['Iwagakure'],['Part I: Kage'],,,,,,,,,['Family\n\t\nSuzumebachi (Granddaughter) (Anime only)\nŌnoki (Grandson)\nJibachi (Grandson) (Anime only)\nKurobachi (Grandson) (Anime only)\nKurotsuchi (Great-Great-Granddaughter)\nKozuchi (Great-Great-Grandson) (Anime only)'],['Nature Type\n        \n Earth Release'],['Jutsu\n\n\nEarth Release: Light-Weight Rock Technique'],,,['Kamizuru Clan (Anime only)'],,,,,,,,,
['Isobu'],['Naruto Chapter #317'],['Naruto Shippūden Episode #92'],"['Anime, Manga, Novel, Game, Movie']",['Shigenori Sōya'],['Chris Edgerly'],,,,,,,,['Kirigakure'],,['The Last: Naruto the Movie'],['The Last: Naruto the Movie'],['Naruto Shippūden: Ninja Destiny 3'],,,,,,['Family\n\t\nHagoromo Ōtsutsuki (Creator)\nShukaku (Sibling)\nMatatabi (Sibling)\nSon Gokū (Sibling)\nKokuō (Sibling)\nSaiken (Sibling)\nChōmei (Sibling)\nGyūki (Sibling)\nKurama (Sibling)'],['Nature Type\n        \n Water Release\n Yin Release (Anime only)'],['Jutsu\n\n\nChakra Transfer Technique\n\n\nCoral Palm\n\n\nIllusionary Mist (Anime only)\n\n\nLeaping Bullet Shell Tower\n\n\nShadow Stroke\n\n\nTailed Beast Ball\n\n\nTailed Beast Full Charge\n\n\nTailed Beast Shockwave (Anime only)\n\n\nTailed Beast Telepathy\n\n\nThree-Tails Mini Clone (Anime only)\n\n\nWater Release: Great Water Mass Bullet (Anime only)'],,,,['Turtle'],['Tailed Beast'],,,['Unique Traits\n\t\nProduces Coral'],,['Rin Nohara \nYagura Karatachi \nNaruto Uzumaki'],,
['Isono'],,['Naruto Shippūden Episode #309'],['Anime'],['Taira Kikumoto'],['Michael Sorich'],,['Male'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
['Isshiki Ōtsutsuki'],['Boruto Chapter #35'],['Boruto Episode #202'],"['Anime, Manga, Game']",['Kenjirō Tsuda'],['Keith Silverstein'],,['Male'],['Deceased'],,,,['Leader of Kara\nInner'],['Kara'],,,,['Naruto x Boruto: Ninja Voltage'],,,,['Kaguya Ōtsutsuki'],,['Family\n\t\nKawaki (Adoptive Son)\nJigen (Vessel)'],['Nature Type\n        \n Yin Release\n Fire Release (Anime only)'],['Jutsu\n\n\nDaikokuten\n\n\nDisruption Cube\n\n\nGenjutsu Communication\n\n\nKāma Rift\n\n\nSukunahikona'],['Tools\n\n\nBō'],"[""Byakugan \n Isshiki's Dōjutsu""]",['Ōtsutsuki Clan'],['Celestial Being'],,,,['Unique Traits\n\t\nCan absorb chakra'],,,,
['Itachi Uchiha'],['Naruto Chapter #139'],['Naruto Episode #80'],"['Anime, Manga, Novel, Game, Movie']",['Hideo Ishikawa\nYuka Terasaki   (Child)'],['Skip Stellrecht  (Episodes 29-30)\nCrispin Freeman \nDoug Erholtz   (Naruto: Ninja Council 3)\nMichelle Ruff   (Child)'],['June 9'],['Male'],['Deceased'],['Part I: 175.2  cm\nPart II: 178  cm'],['Part I: 57.1  kg\nPart II: 58  kg'],['AB'],['Anbu Captain  (Former)'],['Konohagakure\n Akatsuki'],['Part I: Anbu'],['Akatsuki Hiden: Evil Flowers in Full Bloom'],['Road to Ninja: Naruto the Movie'],['Naruto: Ultimate Ninja 2'],['Hidden Leaf Village Grand Sports Festival!'],['Part I: 17–18\nPart II: 21'],['Team 2 (Anime and Novel only)\n Team Ro (Anime only)'],['Jūzō Biwa (Anime only)\nKisame Hoshigaki'],['012110'],['Family\n\t\nFugaku Uchiha (Father)\nMikoto Uchiha (Mother)\nSasuke Uchiha (Brother)\nSarada Uchiha (Niece)'],['Nature Type\n        \n Fire Release\n Wind Release\n Water Release\n Yin Release\n Yang Release'],['Jutsu\n\n\nAmaterasu\n\n\nChakra Suppression Technique (Novel only)\n\n\nClone Great Explosion\n\n\nCrow Clone Technique\n\n\nDemonic Illusion: Mirage Crow\n\n\nDemonic Illusion: Mirror Heaven and Earth Change\n\n\nDemonic Illusion: Shackling Stakes Technique\n\n\nEarly Sacrifice\n\n\nEphemeral\n\n\nFire Release: Great Fireball Technique\n\n\nFire Release: Phoenix Sage Fire Technique\n\n\nFire Release: Phoenix Sage Flower Nail Crimson\n\n\nGenjutsu: Sharingan\n\n\nIzanami\n\n\nSensing Barrier Pass Technique\n\n\nShadow Clone Technique\n\n\nSummoning Technique (Crow)\n\n\nSusanoo\n\n\nSusanoo: Fist\n\n\nTranscription Seal: Amaterasu\n\n\nTsukuyomi\n\n\nWater Release: Starch Syrup Capturing Field (Novel only)\n\n\nWater Release: Water Bullet Technique\n\n\nWater Release: Water Dragon Bullet Technique\n\n\nWater Release: Water Fang Bullet\n\n\nYasaka Magatama'],['Tools\n\n\nMilitary Rations Pill (Anime only)\n\n\nSword\n\n\nSword of Totsuka\n\n\nTantō (Anime only)\n\n\nYata Mirror'],['Sharingan \n Mangekyō Sharingan'],['Uchiha Clan'],,['S-rank\nMissing-nin'],['10'],['7'],,,,,
"[""Itachi's Crow""]",['Naruto Chapter #403'],['Naruto Shippūden Episode #152'],"['Anime, Manga, Novel, Game']",,,,,['Deceased'],,,,,['Konohagakure'],,['Itachi Shinden: Book of Dark Night'],,['Naruto Shippūden: Ultimate Ninja Storm Generations'],,,,,,,,,,['Sharingan \n Mangekyō Sharingan'],,['Crow'],['Summon'],,,,,,,
['Itama Senju'],['Naruto Chapter #622'],['Naruto Shippūden Episode #367'],"['Anime, Manga']",['Mariko Higashiuchi'],['Nicolas Roye'],,['Male'],['Deceased'],['Part II: 135  cm'],,,,,,,,,,,,,,['Family\n\t\nButsuma Senju (Father)\nHashirama Senju (Brother)\nKawarama Senju (Brother)\nTobirama Senju (Brother)\nTsunade (Grandniece)\nNawaki (Grandnephew)'],,,,,['Senju Clan'],,,,,,,,,
['Ittan'],['Naruto Chapter #515'],['Naruto Shippūden Episode #256'],"['Anime, Manga']",['Takuji Katō'],['Skip Stellrecht'],,['Male'],,,,,,['Iwagakure\n Allied Shinobi Forces'],['Part II: Chūnin'],,,,,['Part II: 23'],['Surprise Attack Division'],,,,['Nature Type\n        \n Earth Release'],['Jutsu\n\n\nEarth Release: Moving Earth Core\n\n\nEarth Release: Rock Shelter'],,,,,,,,,,,,
['Ittetsu'],['Naruto Chapter #280'],['Naruto Shippūden Episode #31'],"['Anime, Manga']",['Masato Funaki'],['Patrick Seitz'],,['Male'],,,,,,['Sunagakure'],['Part II: Genin'],,,,,['Part II: 16'],,,,,,,,,,,,,,,,,,
['Iwa Doctor'],,['Boruto Episode #78'],['Anime'],['Tomohisa Asō'],['Kyle Hebert'],,['Male'],['Presumed Deceased'],,,,['Doctor\nOuter'],['Iwagakure\n Kara'],,,,,,,,,,['Family\n\t\nKū (Creation)\nKokuyō (Creation)\nKakō (Creation)\nKirara (Creation)\nSekiei (Creation)'],,,,,,,,,,,,,,
['Iwa Kunoichi'],,['Naruto Shippūden Episode #190'],['Anime'],['Takako Fuji'],['Megan Hollingshead'],,['Female'],,,,,,['Iwagakure'],['Part II: Jōnin'],,,,,,,,,,['Nature Type\n        \n Earth Release'],['Jutsu\n\n\nEarth Release: Earth and Stone Dragon\n\n\nEarth Release: Underground Split'],['Tools\n\n\nSword'],,,,,,,,,,,
['Iwabee Yuino'],,['Boruto Episode #1'],"['Anime, Novel, Game']",['Shinya Hamazoe'],['Ray Chase'],,['Male'],,['Gaiden: 167 cm'],,,,['Konohagakure'],['Gaiden: Genin'],['The New Leaves Soaring Through the Blue Sky!'],,['Naruto x Boruto: Ninja Voltage'],,,['Team 5'],,,,['Nature Type\n        \n Earth Release'],['Jutsu\n\n\nChakra Transfer Technique (Anime only)\n\n\nEarth Release: Earth Flow Spears (Anime only)\n\n\nEarth Release: Earth Flow Wave (Anime only)\n\n\nEarth Release: Earth-Style Wall (Anime only)\n\n\nEarth Release: Gravel (Anime only)\n\n\nEarth Release: Reverse Antlion (Anime only)\n\n\nEarth Release: Rock Brick Cane\n\n\nEarth Release: Rock Trail\n\n\nEarth Release: Sandwich Technique (Anime only)\n\n\nEarth Release: Tunnelling Technique (Anime only)\n\n\nMultiple String Light Formation (Anime only)\n\n\nMystical Palm Technique (Anime only)\n\n\nString Light Formation (Anime only)'],['Tools\n\n\nFūma Shuriken (Anime only)\n\n\nJō\n\n\nSword (Anime only)'],,,,['Medical-nin'],,,,,,,
['Iwaji'],,['Naruto Shippūden Episode #239'],['Anime'],['Takuo Kawamura'],['Benjamin Diskin'],,['Male'],,,,,,['Iwagakure'],,,,,,,['Three Brothers'],,,['Family\n\t\nIwakyō (Older Brother)\nIwazō (Brother)'],,,,,,,,,,,,,,
['Iwakyō'],,['Naruto Shippūden Episode #239'],['Anime'],['Masafumi Kimura'],['John DeMita'],,['Male'],,,,,,['Iwagakure'],,,,,,,['Three Brothers'],,,['Family\n\t\nIwazō (Younger Brother)\nIwaji (Younger Brother)'],,,,,,,,,,,,,,
['Iwana (citizen)'],,['Boruto Episode #243'],['Anime'],['Seiyū Fujiwara\nSara Matsumoto  (Child)'],,,['Male'],,,,,,['Land of Water'],,,,,,,,,,,,,,,,,,,,,,,,
['Iwana (Otogakure)'],,,['Anime'],['Anri Katsu'],,,['Male'],['Presumed Deceased'],,,,,['Otogakure'],,,,,['Naruto: The Cross Roads'],,['Team Kajika'],,,,,['Jutsu\n\n\nHiding with Camouflage Technique'],['Tools\n\n\nFūma Shuriken'],,,,,,,,,,,
['Iwana Akame'],['Naruto Chapter #1'],['Naruto Episode #1'],"['Anime, Manga, Novel, Game']",['Kan Tanaka'],['Jeff Nimoy'],,['Male'],,,,,['Academy Teacher  (anime only)'],['Konohagakure'],['Part I: Chūnin'],"['Naruto: Innocent Heart, Demonic Blood']",,['Naruto: Rise of a Ninja'],,['Part I: 32'],,,,,,,,,,,,,,,,,,
['Iwashi Tatami'],['Naruto Chapter #57'],['Naruto Episode #21'],"['Anime, Manga, Game']",['Masato Funaki'],['Michael P. Greco \nSteve Kramer  (Episode 146)'],['January 2'],['Male'],,['Part I: 173 cm'],['Part I: 61.5 kg'],['O'],['Chūnin Exams Assistant\nElite Bodyguard'],['Konohagakure\n Allied Shinobi Forces'],['Part I: Chūnin'],,,['Naruto Mobile'],['The Day Naruto Became Hokage (OVA)'],['Part I: 23'],['Konoha Special Mission Platoon\n Third Division\n Hokage Guard Platoon (Anime only)\n Daimyō Protection Squad (Anime only)'],,['012021'],,,['Jutsu\n\n\nFlying Thunder Formation Technique (Anime only)'],,,,,,,,,,,,
