Name;Manga;Anime;Appears in;Japanese;English;Birthdate;Sex;Status;Height;Weight;Blood type;Occupation;Affiliation;Ninja Rank;Novel;Movie;Game;OVA;Age;Team;Partner;Ninja Registration;Family;Nature Type;Jutsu;Tools;Kekkei Genkai;Clan;Species;Classification;Chūnin Prom. Age;Academy Grad. Age;Unique Traits;Tailed Beast;Jinchūriki;Kekkei Mōra;Kekkei Tōta
Fūka;;Naruto Shippūden Episode #56;Anime, Game;Yū Asakawa;Laura Bailey;;Female;Deceased;173;;;;Land of Fire;;;;Naruto Mobile;;;Furidos 4-Man Team;;;;Fire Release, Wind Release, Lightning Release, Earth Release, Water Release;Colour Course Change, Earth Release: Hiding in Rock Technique, Earth Release: Mud Spore, Earth Release: Rock Pillar Spears, Execution by Kiss, Fire Release: Phoenix Sage Fire Technique, Hair Binding Technique, Hiding with Camouflage Technique, Lightning Release: Electromagnetic Murder, Lightning Release: Lightning Rod, Temporary Paralysis Technique, Water Release: Snakes Mouth, Water Release: Stormy Blockade, Wind Release: Flower Scattering Dance, Wind Release: Spiralling Wind Ball;;;;;;;;;;;;
Fūta Kagetsu;;Naruto Episode #186;Anime;Tomoyuki Dan , Yoshimasa Hosoya (Child);R. Martin Klein;;Male;;;;;Medicinal Herb Salesman;Land of Fire;;;;;;;;;;Tōbei Kagetsu (Father), Mai Kagetsu (Sister), Tsukiko Kagetsu (Sister);;;;;Kagetsu Family;;;;;;;;;
Gaara;Naruto Chapter #35;Naruto Episode #20;Anime, Manga, Novel, Game, Movie;Akira Ishida;Liam OBrien;January 19;Male;;172.5;50.9;AB;Kazekage, Regimental Commander of the Allied Shinobi Forces, Commander of the Fourth Division;Sunagakure, Allied Shinobi Forces;Part I: Genin, Part II: Kage;Kakashi Hiden: Lightning in the Icy Sky;Naruto the Movie: Legend of the Stone of Gelel;Naruto: Ninja Council;Hidden Leaf Village Grand Sports Festival!;17;Three Sand Siblings, Fourth Division;;56-001;Rasa (Father), Karura (Mother), Kankurō (Brother), Temari (Sister), Shikadai Nara (Nephew), Yashamaru (Uncle), Shinki (Adoptive Son);Magnet Release (Novel only), Wind Release, Earth Release, Lightning Release;Air Sand Protective Wall, Armour of Sand, Concealed Sand Picture Cat, Desert Layered Imperial Funeral Seal, Desert Suspension, Desert Wave, Desert: Hand, Feigning Sleep Technique, Monstrous Sand Arm, Prison Sand Burial, Quicksand Waterfall Flow, Sand Binding Coffin, Sand Binding Prison, Sand Bullet (Anime only), Sand Castle Wolf Horn (Novel only), Sand Clone, Sand Drizzle, Sand Hail, Sand Mesh (Anime only), Sand Pillar (Anime only), Sand Restraining Technique, Sand Shuriken, Sand Spear (Anime only), Sand Sword (Novel only), Sand Waterfall Funeral, Sand Waterfall Imperial Funeral, Shield of Sand, Successive Shots Sand Drizzle, Third Eye, Ultimately Hard Absolute Attack: Spear of Shukaku (Anime only), Ultimately Hard Absolute Defence: Shield of Shukaku, Wind Release: Breakthrough, Wind Release: Great Breakthrough, Wind Release: Infinite Sand Cloud — Great Breakthrough, Wind Release: Multi-Layered Gale (Novel only), Wind Release: Sand Buckshot;Gold Dust, Jōhyō (Anime only), Sand, Sand Gourd, Sealing Tag;Magnet Release (Novel only);Kazekage Clan (Novel only);;Jinchūriki, Sensor Type;14;12;Sand manipulation;Shukaku (Forms);;;
Gaku Inuzuka;Naruto Chapter #542;Naruto Shippūden Episode #282;Anime, Manga;;Benjamin Diskin;;Male;;;;;;Konohagakure;Part II: Jōnin;;;;;31;;;;;;;;;Inuzuka Clan;;;;;;;;;
Gama;Naruto Chapter #90;Naruto Episode #52;Anime, Manga, Game;;;;Male;;;;;;Mount Myōboku, Konohagakure;;;;Naruto: Ultimate Ninja 2;;;;;;;;Whip of Love;;;;Toad;Summon;;;;;;;
Gamabunta;Naruto Chapter #1;Naruto Episode #1;Anime, Manga, Novel, Game, Movie;Takeshi Watabe (Original series - Shippūden 175), Hiroshi Naka (Blood Prison +);Michael Sorich , Skip Stellrecht (Naruto: Ultimate Ninja), Dave Wittenberg (Naruto: Ninja Council 3);January 3;Male;;1700;;;;Mount Myōboku, Konohagakure;;Naruto: Innocent Heart, Demonic Blood;Naruto Shippūden the Movie: Bonds;Naruto: Konoha Ninpōchō;Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!;;;;;Gamakichi (Son), Gamatatsu (Son);Water Release;Combination Transformation, Fire Release: Toad Oil Flame Bullet, Toad Oil Bullet, Toad Sword Beheading, Water Release: Gunshot;Tantō;;;Toad;Summon;;;;;;;
Gamaden;Naruto Chapter #429;Naruto Shippūden Episode #162;Anime, Manga;;;;Male;;;;;;Mount Myōboku;;;;;;;;;;;;;;;;Toad;;;;;;;;
Gamagorō;;Boruto Episode #4;Anime, Novel, Game;Shōhei Kawafuru;Mick Wingert;;Male;;;;;;Mount Myōboku, Konohagakure;;The New Leaves Soaring Through the Blue Sky!;;Naruto Mobile;;;;;;;;;;;;Toad;Summon;;;;;;;
Gamahiro;Naruto Chapter #124;Naruto Episode #73;Anime, Manga, Game, Movie;Takeharu Ōnishi;Dave Wittenberg;July 9;Male;;1900;;;;Mount Myōboku, Konohagakure;;;Road to Ninja: Naruto the Movie;Naruto Shippūden: Ultimate Ninja Storm 2;;;;;;;;;Sword;;;Toad;Summon;;;;;;;
Gamaken;Naruto Chapter #374;Naruto Shippūden Episode #130;Anime, Manga, Game, Movie;Atsushi Ono;Kyle Hebert;October 11;Male;;1900;;;;Mount Myōboku, Konohagakure;;;Road to Ninja: Naruto the Movie;Naruto Shippūden: Ultimate Ninja Storm 2;;;;;;;;Exploding Sasumata Attack (Anime only);Sasumata, Shield;;;Toad;Summon;;;;;;;
Gamakichi;Naruto Chapter #131;Naruto Episode #77;Anime, Manga, Game;Yōji Ueda;Dave Wittenberg;April 1;Male;;1690;;;;Mount Myōboku, Konohagakure, Allied Shinobi Forces;;;;Naruto: Ultimate Ninja;Hidden Leaf Village Grand Sports Festival!;;;;;Gamabunta (Father), Gamatatsu (Brother);Water Release, Fire Release (Anime only);Fire Release: Flame Bullet (Anime only), Reverse Summoning Technique, Sage Mode, Starch Syrup Gun, Toad Sword Beheading, Wind Release: Toad Oil Flame Bullet (Anime only);Tantō;;;Toad;Sage, Summon;;;;;;;
Gamamaru;Naruto Chapter #376;Naruto Shippūden Episode #127;Anime, Manga, Game, Movie;Mitsuo Senda , Shōgo Nakamura (Young);Dave Wittenberg , Todd Haberkorn (Young);March 8;Male;;;;;;Mount Myōboku, Konohagakure;;;Road to Ninja: Naruto the Movie;Naruto x Boruto: Ninja Voltage;;;;;;;Water Release (Anime only);Sage Mode (Anime only), Telescope Technique, Water Release: Water Gun (Anime only);Secret Treasure of the Toads (Anime only);;;Toad;Sage;;;;;;;
Gamamichi;;;Game;;;;Male;;;;;Instructor;Mount Myōboku;;;;Naruto x Boruto: Ninja Voltage;;;;;;;;;;;;Toad;;;;;;;;
Gamariki;;Naruto Shippūden Episode #91;Anime, Game, Movie;Toshiharu Sakurai;Dave Wittenberg;;Male;;;;;;Mount Myōboku, Konohagakure;;;Road to Ninja: Naruto the Movie;Naruto: Ultimate Ninja Online;;;;;;;Water Release, Yin Release;Genjutsu Kiss, Water Release: Water Gun, Whip of Love;;;;Toad;Summon;;;;;;;
Gamatama;Naruto Chapter #429;Naruto Shippūden Episode #162;Anime, Manga;;Mary Elizabeth McGlynn;;Male;;;;;Name-registration clerk;Mount Myōboku;;;;;;;;;;;;;;;;Toad;;;;;;;;
Gamatatsu;Naruto Chapter #166;Naruto Episode #94;Anime, Manga, Game;Tomo Shigematsu;Dave Wittenberg;;Male;;;;;;Mount Myōboku, Konohagakure;;;;Naruto: Ultimate Ninja 2;Hidden Leaf Village Grand Sports Festival!;;;;;Gamabunta (Father), Gamakichi (Brother);Water Release (Anime only);Toad Oil Bullet (Anime only), Water Release: Water Gun (Anime only), Wind Release: Toad Gun (Anime only), Wind Release: Toad Oil Bullet (Anime only), Wind Release: Toad Oil Flame Bullet (Anime only);;;;Toad;Summon;;;;;;;
Gameru;;Naruto Shippūden Episode #184;Anime;Kunihiko Yasui;Christopher Corey Smith;;Male;;;;;;;;;;;;;;Kusune;;;;;Dakō;;;;;;;;;;;
Gandō;;;Game;Kōji Ishii;Steven Blum;;Male;Deceased;;;;;Land of Wind;;;;Naruto: Uzumaki Chronicles 2;;;Shirogane Three;;;;;Puppet Technique;Barrier Puppets, Elemental Puppets;;Shirogane Clan;;;;;;;;;
Ganno;Sasuke Retsuden Chapter #2;Boruto Episode #282;Anime, Manga, Novel;Kenichi Ono;;;Male;;;;;Painter;Land of Redaku;;Sasuke Retsuden: The Uchiha Descendants and the Heavenly Stardust;;;;;;;;;;;;;;;;;;;;;;
Ganryū;;Naruto Shippūden Episode #242;Anime;Yasunori Matsumoto;Matthew Mercer;;Male;;;;;;Kirigakure, Allied Shinobi Forces;Part II: Jōnin;;;;;;Team Ganryū;;;;;;Sword;;;;;;;;;;;
Gantetsu;;Naruto Episode #209;Anime;Taiten Kusunoki;Keith Silverstein;;Male;;;;;;;;;;;;;Shinobazu;;;;;;;;;;Missing-nin;;;;;;;
Gantetsu (Iwagakure);Naruto Chapter #150;Naruto Episode #86;Anime, Manga, Game;Masayuki Nakata;Wally Wingert;;Male;;;;;;Iwagakure, Land of Fire;Part I: Chūnin;;;Naruto: The Broken Bond;;29;;;;;;;;;;;Missing-nin;;;;;;;
Garaga;;Boruto Episode #76;Anime;Masashi Nogawa;Aaron LaPlante;;Male;;;;;;Ryūchi Cave, Konohagakure;;;;;;;;;;;;;Poison;;;Snake;Summon;;;;;;;
Garakuta Gang Leader;;Boruto Episode #96;Anime;Nobuaki Kanemitsu;;;Male;;;;;Thief, Gang leader;;;;;;;;Garakuta Gang;;;;Earth Release;Earth Release: Bottomless Swamp;;;;;;;;;;;;
Garashi Tōno;;Boruto Episode #157;Anime;Kishō Taniyama;Cory Yee;;Male;Deceased;;;;Outer;Amegakure, Kara;;;;;;;;;;;;Shadow Clone Technique;;;;;;;;;;;;
Gari;Naruto Chapter #515;Naruto Shippūden Episode #256;Anime, Manga, Game;Takuji Katō;D.C. Douglas;August 8;Male;Deceased;173.6;55.5;AB;Captain of the Explosion Corps (Anime only);Iwagakure;Part II: Jōnin;;;Naruto Mobile;;;Explosion Corps;;;;Explosion Release, Earth Release, Lightning Release;Explosion Release: Exploding Palm (Anime only), Explosion Release: Landmine Fist;;Explosion Release;;;;;;;;;;
Garuda;Naruto Chapter #477;Naruto Shippūden Episode #209;Anime, Manga, Game;;;;Male;;;;;;;;;;Naruto Shippūden: Ultimate Ninja Storm Generations;Naruto Shippūden: UNSG anime cutscenes;10;;;;;;;;;;Hawk;Summon;;;;;;;
Garyō;;;Novel;;;;Male;;;;;Leader of the Ryūha Armament Alliance;;;Kakashi Hiden: Lightning in the Icy Sky;;;;;Ryūha Armament Alliance;;;;;;;;;;;;;;;;;
Garō;Boruto Chapter #24;Boruto Episode #188;Anime, Manga;Hiroaki Tajiri;John Eric Bentley;;Male;Deceased;;;;Outer;Kara;;;;;;;;;;;;;Shinobi Gauntlet;;;;;;;;;;;
Gasuka;;Naruto Shippūden Episode #465;Anime;Kengo Kawanishi , Aoi Inase (Child);Yuri Lowenthal , Kate Higgins (Child);;Male;Deceased;;;;;Land of Ancestors;;;;;;;;;;;;Chakra Transfer Technique;;;;;;;;;;;;
Gatai;;Boruto Episode #138;Anime;Hidenari Ugaki;Kyle Hebert;;Male;;;;;;Kumogakure;;;;;;;;;;;Lightning Release;Lightning Release: Pulverising Lightning Rod;Club;;;;;;;;;;;
Gataro;;Naruto Shippūden Episode #226;Anime;Ryūzaburō Ōtomo;J.B. Blanc;;Male;;;;;Pirate;;;;;;;;;;;;;;Explosive Tag Ball, Sword;;;;;;;;;;;
Gatekeeper;;;Novel, Movie;;;;Male;Deceased;;;;Moon entrance guardian;Moon, Ōtsutsuki Clan;;The Last: Naruto the Movie;The Last: Naruto the Movie;;;;;;;;Water Release, Yin Release;Genjutsu Ball Trap, Water Release: Wild Water Wave;;;;Fiddler Crab;;;;;;;;
Gatsu;;Naruto Episode #159;Anime;Fumihiko Tachiki;Jamieson Price;;Male;;189;;;Bounty Hunter;Land of Stone;;;;;;;;;;;;;Club;;;;;;;;;;;
Gatō;Naruto Chapter #10;Naruto Episode #6;Anime, Manga, Novel, Game;Naoki Bandō;Fred Tatasciore , Daran Norris (Naruto: Ultimate Ninja);April 30;Male;Deceased;162.5;69;A;Businessman;Land of Waves;;Naruto: Innocent Heart, Demonic Blood;;Naruto: Konoha Ninpōchō;Naruto Shippūden: UNSG anime cutscenes;48;Gatō Company;;;;;;;;;;;;;;;;;
Gazeru;Naruto Chapter #422;;Manga;;;;Female;;;;;;Konohagakure;Part II: Anbu;;;;;22;;;;;;;Sword;;;;;;;;;;;
Gekkō;;Boruto Episode #43;Anime;Tetsu Inada;D.C. Douglas;;Male;;;;;;Land of Snow;;;;;;;Byakuya Gang;;;Ryōgi (Adoptive Son);Yin Release;Genjutsu Cursed Seal;Sword;;;;Missing-nin;;;;;;;
Gekomatsu;;;Game;;;;Male;;;;;;Mount Myōboku, Konohagakure;;;;Naruto Shippūden: Ultimate Ninja Storm 3;;;;;;;;Chakra Entity;;;;Toad;;;;;;;;
Gen Katsugi;;Boruto Episode #1;Anime, Novel;Yō Tokinaga;Mick Wingert;;Male;;;;;;Konohagakure;Gaiden: Academy Student;The New Leaves Soaring Through the Blue Sky!;;;;;;;;;;;;;;;;;;;;;;
Genyūmaru;Naruto Chapter #199;Naruto Episode #118;Anime, Manga, Game, Movie;Takashi Mito;Johnny Yong Bosch;July 27;Male;Deceased;172;57.3;B;Prisoner;;;;Naruto Shippūden the Movie: Bonds;Naruto Shippūden: Ultimate Ninja Impact;Naruto Shippūden: UNSG anime cutscenes;17;;;;;;;;;;;;;;;;;;
Genbu;Naruto Chapter #491;Naruto Shippūden Episode #243;Anime, Manga, Novel, Game;;;;Male;;;;;Training ground;Kumogakure;;Sasuke Shinden: Book of Sunrise (Mentioned);;Naruto Shippūden: Ultimate Ninja Storm Generations;;;;;;;;;;;;Turtle;;;;;;;;
Genbu (minister);;Naruto Shippūden Episode #460;Anime;Kōsuke Gotō;Kaiji Tang;;Male;Deceased;;;;Minister;Land of That;;;;;;;;;;;;;;;;;;;;;;;;
Gengetsu Hōzuki;Naruto Chapter #525;Naruto Shippūden Episode #267;Anime, Manga, Game;Hideyuki Umezu;Jamieson Price;October 26;Male;Deceased;186.6;75.4;AB;Mizukage;Kirigakure;Part II: Kage;;;Naruto Shippūden: Ultimate Ninja Storm 3;;;;;;;Water Release, Fire Release, Lightning Release, Earth Release, Yin Release, Yang Release;Demonic Illusion: Steaming Multistoried Building, Hydrification Technique, Steaming Danger Tyranny, Summoning Technique (Giant Clam), Water Balloon Technique (Anime only), Water Clone Technique, Water Gun Technique;;;Hōzuki Clan;;;;;;;;;
Gengo;;Naruto Shippūden Episode #491;Anime, Novel, Game;Atsushi Ono;Kaiji Tang;;Male;;;;;Leader of the Enlightened Ones;Kirigakure, Land of Silence;;Shikamaru Hiden: A Cloud Drifting in Silent Darkness;;Naruto Shippūden: Ultimate Ninja Blazing;;;Enlightened Ones;;;;Yin Release;Demonic Illusion: Cajolery of Glamour, Sensing Technique (Novel only), Summoning Technique (Anime only);Sword (Novel only);;;;Missing-nin, Daimyō, Sensor Type;;;;;;;
Genie;;;Anime;Hiroyuki Amano;Michael Sorich;;Male;;;;;;;;;;;Naruto, the Genie, and the Three Wishes, Believe It!;;;;;;;;;;;Jinn;;;;;;;;
Genji;Naruto Chapter #454;Naruto Shippūden Episode #199;Anime, Manga;Shinobu Matsumoto;;;Male;;;;;Village Elder;Kirigakure;;;;;;90;;;;;;;;;;;;;;;;;;
Genma Shiranui;Naruto Chapter #34;Naruto Episode #55;Anime, Manga, Game, Movie;Hiroaki Hirata, Mariko Higashiuchi (Child);Johnny Yong Bosch , Richard Cansino (2 video games), Crispin Freeman (Naruto: Ultimate Ninja);July 17;Male;;181;71;A;Chūnin Exams Proctor, Elite Bodyguard;Konohagakure, Allied Shinobi Forces;Part I: Tokubetsu Jōnin;;Naruto the Movie: Blood Prison;Naruto: Ultimate Ninja;Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!;33;Team Chōza, Hokage Guard Platoon, Konoha Special Mission Platoon, Daimyō Protection Squad;;10203;;;Flying Thunder Formation Technique;Senbon;;;;;13;10;;;;;
Genmai;;;Anime;Mitsuru Takakuwa;;;Male;;;;;;Inaho Village;;;;;Naruto: The Cross Roads;;;;;;;;;;;;;;;;;;;
Gennai;Naruto Chapter #43;Naruto Episode #25;Anime, Manga, Game;Shinobu Matsumoto;Michael P. Greco;;Male;;;;;;Konohagakure;Part I: Genin;;;Naruto Mobile;;22;Team Komugi;;;;Fire Release (Anime only);;;;;;;;;;;;;
Gennō;;Naruto Episode #197;Anime;Ken Shiroyama;Kirk Thornton;;Male;Deceased;;;;;Kagerō Village, Land of Sand;;;;;;;;;;Gennōs Son (Son);Yin Release;Heavenly Punishment, Rockslide Genjutsu, Summoning Technique (Giant Eagle);Explosive Tag;;;;;;;;;;;
Gennōs Son;;Naruto Episode #198;Anime;;;;Male;Deceased;;;;;Kagerō Village;;;;;;;;;;Gennō (Father);;;;;;;;;;;;;;
Genshō Ryūdōin;;Naruto Episode #195;Anime, Game;Masatoyo Tetsuno;Michael P. Greco;;Male;;;;;;;;;;Naruto: Path of the Ninja 2;;;Three Ryūdōin Brothers;;;Agira Ryūdōin (Father), Jakō Ryūdōin (Brother), Rokkaku Ryūdōin (Brother);;Intersection Method, Wooden Men Possession Turnover Manipulation Technique, Wooden Puppet Manipulation Technique;;;;;;;;;;;;
Gensui Amagiri;;;Game;Masayuki Omoro;Michael McConnohie;;Male;;;;;;Yumegakure;;;;Naruto Shippūden: Kizuna Drive;;;;;;Taisa Amagiri (Son);;Chakra Levitation Technique, Tailed Beast Replication, Telescope Technique;Chakra Enhanced Triple-Bladed Claw;;Amagiri Clan;;;;;;;;;
Genzō;Naruto Chapter #2;Naruto Episode #2;Anime, Manga, Game;Eiji Yanagisawa;Wally Wingert (Part I), Tom Gibis (The Day Naruto Became Hokage);;Male;;;;;Photographer;Konohagakure;;;;Naruto: Ultimate Ninja;The Day Naruto Became Hokage (OVA);58;;;;;;;;;;;;;;;;;;
Gerotora;Naruto Chapter #370;Naruto Shippūden Episode #130;Anime, Manga, Game;Jin Urayama;Doug Stone;;Male;;;;;;Mount Myōboku, Konohagakure;;;;Naruto Shippūden: Ultimate Ninja Storm Generations;;;;;;;;;;;;Toad;Summon;;;;;;;
Giant Anteater;;Naruto Shippūden Episode #185;Anime;;;;Male;;;;;;Konohagakure;;;;;;;Four Ninja Animal Warriors;;;;;;;;;Anteater;;;;;;;;
Giant Bee;;Naruto Episode #150;Anime;;;;;Deceased;;;;;Kamizuru Clan;;;;;;;;;;;;Honey Spit Trap;;;;Bees;Summon;;;;;;;
Giant Centipede;Naruto Chapter #419;Naruto Shippūden Episode #157;Anime, Manga;;;;;Deceased;;;;;;;;;;;;;;;;;;;;;Centipede;Summon;;;;;;;
Giant Clam;Naruto Chapter #548;Naruto Shippūden Episode #300;Anime, Manga, Game;;;;;Deceased;;;;;Kirigakure;;;;Naruto Shippūden: Ultimate Ninja Storm Revolution;;;;;;;Yin Release;Demonic Illusion: Steaming Multistoried Building;;;;Meretrix lusoria;Summon;;;;;;;
Giant Corpse Crab;;Naruto Shippūden Episode #225;Anime;;;;;Presumed Deceased;;;;;;;;;;;;;;;;;;;;;Crustacean;;;;;;;;
Giant Crustacean;Naruto Chapter #374;Naruto Shippūden Episode #130;Anime, Manga, Game;;;;;Presumed Deceased;;;;;;;;;Naruto Shippūden: Ultimate Ninja Heroes 3;;;;;;;Water Release;Water Release: Wild Bubble Wave;;;;Crustacean;Summon;;;;;;;
Giant Drill-Beaked Bird;Naruto Chapter #375;Naruto Shippūden Episode #131;Anime, Manga, Game;;;;Female;Presumed Deceased;;;;;;;;;Naruto Shippūden: Ultimate Ninja Heroes 3;;;;;;;;Green Egg Bombs (Anime only);;;;Bird;Summon;;;;;;;
Giant Eagle;;Naruto Episode #198;Anime;;;;;;;;;;Land of Mountains;;;;;;;;;;;;;;;;Eagle;Summon;;;;;;;
Giant Insect;;Boruto Episode #6;Anime, Novel;;;;;;;;;;Konohagakure;;The New Leaves Soaring Through the Blue Sky!;;;;;;;;;;;;;;Insect;Summon;;;;;;;
Giant Marlin;;Naruto Shippūden Episode #223;Anime;;;;;;;;;;;;;;;;;;;;;;;;;;Marlin;Summon;;;;;;;
Giant Multi-Headed Dog;Naruto Chapter #375;Naruto Shippūden Episode #131;Anime, Manga, Game;;;;;Presumed Deceased;;;;;;;;;Naruto Shippūden: Ultimate Ninja Heroes 3;;;;;;;;;;;;Chimera;Summon;;;;;;;
Giant Ox;Naruto Chapter #375;Naruto Shippūden Episode #131;Anime, Manga, Game;;;;;Deceased;;;;;;;;;Naruto Shippūden: Ultimate Ninja Heroes 3;;;;;;;;;;;;Ox;Summon;;;;;;;
Giant Panda;Naruto Chapter #377;Naruto Shippūden Episode #132;Anime, Manga, Game;;;;;;;;;;;;;;Naruto Shippūden: Ultimate Ninja Heroes 3;;;;;;;;;;;;Panda;Summon;;;;;;;
Giant Rhino;Naruto Chapter #425;Naruto Shippūden Episode #131;Anime, Manga, Game;;;;;Deceased;;;;;;;;;Naruto Shippūden: Ultimate Ninja Storm 2;;;;;;;;;;;;Rhinoceros;Summon;;;;;;;
Giant Snake-Tailed Chameleon;Naruto Chapter #374;Naruto Shippūden Episode #130;Anime, Manga, Game;;;;;;;;;;;;;;Naruto Shippūden: Ultimate Ninja Storm 2;;;;;;;;;;;;Chameleon;Summon;;;;;;;
Giant Squid;Naruto Chapter #491;Naruto Shippūden Episode #243;Anime, Manga;;;;;Deceased;;;;Guardian of the Island Turtle;Kumogakure;;;;;;;;;;;;;;;;Squid;;;;;;;;
Giichi;Naruto Chapter #19;Naruto Episode #11;Anime, Manga, Novel, Game;Ryūji Mizuno;Wally Wingert;;Male;;;;;Construction worker;Land of Waves;;Naruto: Innocent Heart, Demonic Blood;;Naruto: Konoha Ninpōchō;;49;;;;Agari (Wife);;;;;;;;;;;;;;
Ginji;Naruto Chapter #355;Naruto Shippūden Episode #122;Anime, Manga;Kanji Suzumori;Patrick Seitz;;Male;;;;;Banker;Akatsuki;;;;;;23;;Kyōya;;;;;;;;;;;;;;;;
Ginkaku;Naruto Chapter #525;Naruto Shippūden Episode #267;Anime, Manga, Novel, Game;Fumiya Yazaki;Keith Silverstein;April 9;Male;Deceased;177.9;78.5;AB;;Kumogakure;;Sakura Hiden: Thoughts of Love, Riding Upon a Spring Breeze (Mentioned);;Naruto Shippūden: Ultimate Ninja Storm 3;;44;Gold and Silver Brothers;Kinkaku;;Kinkaku (Brother);;Jutsu;Benihisago, Kohaku no Jōhei, Kōkinjō, Shichiseiken;;;;Pseudo-Jinchūriki;;;;Kurama (Forms);;;
Gitai;;;Movie;Kishō Taniyama;Roger Craig Smith;;Male;Deceased;180;;;;Land of Demons;;;Naruto Shippūden the Movie;;;;Gang of Four;;;;Earth Release (While chakra enhanced), Fire Release (While chakra enhanced);Earth Release: Demonic Rock Spider Armour, Earth Release: Earth Corridor, Earth Release: Hardening Technique, Earth Release: Stamping Rock Explosion Technique, Earth Release: Tracking Projectiles Technique, Fire Release: Running Fire;;;;;;;;;;;;
Goji;;Naruto Shippūden Episode #398;Anime;Kōsuke Gotō;Doug Erholtz;;Male;;175;;;;Sunagakure;Part I: Genin;;;;;;Team Goji;;;;Water Release;Water Release: Mouth Shot;;;;;;;;;;;;
Gojō;;Boruto Episode #120;Anime;Tarō Yamaguchi;Michael Sinterniklaas;;Male;;;;;;Land of Wind;;;;;;;;;;Isago (Daughter);;;;;;;;;;;;;;
Gokai;;Boruto Episode #244;Anime;Taito Ban;;;Male;;;;;Pirate;Land of Water;;;;;;;;;;;Water Release;Water Prison Technique;Spear, Sword;;Funato Clan;;;;;;;;;
Gonbee;Naruto Chapter #454;Naruto Shippūden Episode #199;Anime, Manga;;;;Male;;;;;;Kirigakure;Part II: Jōnin;;;;;42;;;;;;;;;;;;;;;;;;
Gongorō Kamakura;;Boruto Episode #8;Anime, Novel;Kazutaka Ishii;Christopher Corey Smith;;Male;;179;;;Actor;Konohagakure;;A Call from the Shadows!;;;;;;;;Osuka Kamakura (Daughter) (Anime only), Hibari Kamakura (Wife) (Anime only);;;;;;;;;;;;;;
Goshiki;Naruto Chapter #157;Naruto Episode #90;Anime, Manga;Keiichiro Satomi;Steven Blum;;Male;;;;;Tanzaku Castle guide;Land of Fire;;;;;;37;;;;;;;;;;;;;;;;;;
Gosunkugi;;Naruto Episode #159;Anime;Kōsei Hirota;J.B. Blanc;;Male;;;;;Thief;Land of Stone;;;;;;;;;;;;Flying Nail Mist Soaring, Torpedo Nails;Sword;;;;;;;;;;;
Gotta;;Naruto Shippūden Episode #352;Anime, Game;Keijin Okuda;Michael Sorich;;Male;Deceased;;;;;Land of Fire;;;;Naruto Shippūden: Ultimate Ninja Blazing;;;;;;;;Body Oxidation Technique;Tantō;Iburi Clans Kekkei Genkai;Iburi Clan;;;;;;;;;
Gozu;;Naruto Shippūden Episode #91;Anime;Atsushi Ono;Patrick Seitz;;Male;;182;;;;Otogakure;;;;;;;Team Guren;;;;Earth Release;Body Alteration, Earth Release: Hiding Like a Mole Technique, Earth Release: Mud Body Technique, Mudshot Technique;;;;;;;;;;;;
Gozu (Root);;;Novel;;;;Male;Deceased;;;;;Konohagakure, Root;Part I: Anbu;Itachi Shinden: Book of Dark Night;;;;;;;;Mezu (Twin Brother);;;;;;;;;;;;;;
Guren;;Naruto Shippūden Episode #89;Anime, Game;Eri Miyajima;Erin Fitzgerald;;Female;;168;;;;Otogakure;;;;Naruto: Ultimate Ninja Online;;;Team Guren;Yūkimaru;;;Crystal Release, Earth Release (Presumed);Crystal Armour, Crystal Release: Crimson Fruit, Crystal Release: Crystal Encampment Wall, Crystal Release: Crystal Imprisonment Wave, Crystal Release: Crystal Lance, Crystal Release: Crystal Needles, Crystal Release: Crystal Pentagonal Prison, Crystal Release: Crystal Wheel, Crystal Release: Growing Crystal Thorns, Crystal Release: Jade Crystal Blade, Crystal Release: Jade Crystal Hexagonal Pillars, Crystal Release: Jade Crystal Labyrinth Technique, Crystal Release: Jade Crystal Mirror, Crystal Release: Jade Crystal Prison Technique, Crystal Release: Jade Crystal Wall Eighth Formation, Crystal Release: Shuriken Wild Dance, Crystal Release: String of Glory, Crystal Release: Tearing Crystal Falling Dragon, Crystal Release: The Gods Crossings Technique, Crystal: Giant Hexagonal Shuriken, Crystal: Hexagonal Shuriken: Wild Dance, Jade Crystal Clone Technique, Pressure Points of Harm and Death, Telescope Technique;;Crystal Release;;;;;;;;;;
